Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Hunter Renfroe","LAA",131,541,491,119,65,24,1,28,69,78,41,1,129,4,4,1,7,2,1,0.241343,0.0766031,0.237851,0.322063,0.302609,0.467674,0.331374,0.770283,0.226332,2.99365,0.266714,-0.811432,-0.361383,71.2198,9.30393,115.055,-1.17281,-1.07301,8.000494360923767,-7.144471049308777,1.90066,146.97000122070312,1.98045,1.14812,0.988888,"15464"
"Ryan Mountcastle","BAL",140,592,539,139,88,26,1,25,69,83,42,2,149,5,6,1,8,4,2,0.258475,0.0709846,0.251688,0.282034,0.314241,0.448895,0.329511,0.763137,0.19042,3.08758,0.308477,0.239321,-0.493181,77.0172,9.29891,115.818,-0.25386,0.0845246,10.287359595298767,-11.135729379951954,1.8914,153.72000122070312,2.30106,-0.523126,0.701913,"18373"
"Andrew Vaughn","CHW",143,595,537,142,90,29,1,21,69,74,44,0,107,9,5,1,11,1,0,0.264011,0.0739642,0.179936,0.411058,0.327083,0.439112,0.333543,0.766194,0.175101,2.45641,0.292403,-0.81021,-0.561189,79.303,11.2512,116.782,-1.3714,-0.163306,10.049932718276978,-11.568377360701561,1.88688,143.86000061035156,2.96905,-0.239062,0.674115,"26197"
"Bryson Stott","PHI",128,506,457,113,75,22,3,13,59,51,42,0,107,2,3,2,4,12,3,0.246571,0.0821235,0.210909,0.389379,0.3104,0.390108,0.307552,0.700508,0.143537,5.37976,0.29375,-0.0116417,0.551031,56.9765,-0.882044,96.1618,0.53939,0.589765,-1.7170239090919495,2.6250964999198914,1.88283,225.75999450683594,1.36984,0.328323,0.599089,"26294"
"Gabriel Moreno","ARI",89,326,298,82,60,15,1,6,37,38,21,0,53,4,2,1,6,3,1,0.274172,0.0643836,0.16389,0.392845,0.328326,0.389086,0.315801,0.717412,0.114914,3.45946,0.315582,0.0668216,-0.257243,38.792,1.56596,101.46,-0.190422,3.04447,0.36184097826480865,6.537798166275024,1.8745,239.1199951171875,2.92635,1.57673,1.09317,"22664"
"Josh Rojas","ARI",111,463,407,104,70,23,2,8,57,45,48,1,97,2,4,2,5,15,4,0.254741,0.103834,0.208733,0.497447,0.333266,0.381711,0.315691,0.714976,0.12697,5.46629,0.31191,0.653158,0.828313,55.1459,2.1873,101.385,1.48147,-2.267,2.2266613841056824,0.02659916877746582,1.87269,217.27999877929688,3.06342,1.00073,1.03876,"19734"
"Kris Bryant","COL",129,554,487,133,81,30,2,20,79,67,54,1,115,9,3,0,10,5,2,0.27327,0.0983034,0.207494,0.473765,0.354623,0.465893,0.356908,0.820517,0.192623,4.00345,0.317994,0.834386,-0.374888,84.0732,20.7491,116.441,0.459498,-3.50562,11.03781110048294,-11.848917722702026,1.87117,128.8800048828125,2.99593,0.811826,0.593481,"15429"
"Miguel Vargas","LAD",127,489,438,114,74,26,2,13,61,62,39,1,95,4,5,2,3,8,2,0.260952,0.0793988,0.193837,0.409616,0.323726,0.417952,0.323026,0.741678,0.157,4.56732,0.301045,-0.23222,0.128847,61.0171,5.15409,109.475,-0.103373,-4.82235,5.190391272306442,-3.421970009803772,1.86547,207.72000122070312,2.80939,-0.198101,0.372304,"20178"
"Joey Wendle","MIA",114,454,419,109,75,25,3,7,49,44,23,1,78,8,3,1,6,13,4,0.261113,0.0505344,0.172266,0.293352,0.309421,0.383804,0.303567,0.693225,0.122691,5.59266,0.304161,-0.214848,0.464524,49.6506,-2.22699,97.2015,0.249675,-0.340448,-1.2254563122987747,3.700579822063446,1.86259,346.70001220703125,1.64098,0.981461,1.04156,"13853"
"Josh Donaldson","NYY",105,435,377,86,52,18,0,16,51,51,49,1,111,5,4,0,9,1,1,0.227733,0.112254,0.254192,0.441611,0.321717,0.40237,0.319022,0.724087,0.174637,2.14823,0.27521,-1.03738,-0.43202,52.9824,3.20779,106.694,-1.4694,1.05184,1.8628474473953247,1.5132352411746979,1.85119,407.95001220703125,2.73461,-0.294518,0.323479,"5038"
"Tony Kemp","OAK",127,510,445,110,79,22,3,7,57,40,48,0,65,7,5,5,4,10,3,0.246615,0.0937943,0.128518,0.729814,0.326874,0.351806,0.303557,0.67868,0.105192,4.98671,0.27305,0.252139,0.376214,55.7597,-2.50529,102.466,0.628353,-1.41812,2.042301595211029,-0.665401816368103,1.84858,452.2699890136719,2.84583,0.0205521,0.834541,"14894"
"Giancarlo Stanton","NYY",123,519,458,111,64,17,0,30,63,82,55,2,150,3,3,0,10,0,0,0.241686,0.105788,0.289936,0.364865,0.324832,0.476111,0.345736,0.800943,0.234425,1.26479,0.28754,-1.16286,-0.520899,74.1907,14.8404,125.252,-1.68376,-1.03964,13.305021166801453,-12.786491632461548,1.8391,147.63999938964844,3.59334,-0.133429,1.18531,"4949"
"Joey Gallo","MIN",122,483,405,79,40,14,1,24,59,59,71,2,176,5,2,1,2,4,1,0.195166,0.147354,0.363378,0.405513,0.320919,0.413569,0.324044,0.734488,0.218403,3.55052,0.265052,0.223484,-0.176089,60.7355,5.48834,113.117,0.0473949,1.41734,7.178994327783585,-5.090905785560608,1.83499,375.239990234375,2.37224,-2.01841,1.28971,"14128"
"Christian Vázquez","MIN",102,387,357,91,66,17,1,7,38,39,24,0,66,3,3,1,7,4,2,0.255512,0.0611225,0.171708,0.355969,0.3042,0.368274,0.296208,0.672474,0.112762,2.98209,0.292974,-1.26357,-0.590276,40.0734,-4.16061,93.4646,-1.85384,2.31574,-4.698768258094788,9.554977893829346,1.80354,258.8800048828125,2.54716,1.80295,0.794772,"9774"
"David Villar","SFG",111,435,383,87,52,19,1,15,50,52,40,0,129,9,3,1,7,2,1,0.227625,0.0910098,0.296318,0.307135,0.312363,0.403037,0.31527,0.7154,0.175412,3.32756,0.297177,-0.107742,-0.299707,51.6629,1.90947,104.088,-0.407449,-0.347698,1.6264220178127289,1.1744184792041779,1.79016,457.489990234375,1.82049,0.657733,0.31265,"24782"
"Shea Langeliers","OAK",118,467,426,95,56,21,2,16,45,53,33,1,137,4,4,1,7,1,1,0.222499,0.0712819,0.293089,0.243209,0.282462,0.390761,0.293596,0.673223,0.168262,3.03215,0.285424,0.0556547,-0.456389,47.448,-5.99666,95.4337,-0.400734,0.259221,-2.802403837442398,4.953500986099243,1.78889,271.7200012207031,1.98614,0.70193,0.499264,"25816"
"Ramón Urías","BAL",98,386,347,86,57,17,1,12,42,44,29,1,90,6,2,1,6,2,1,0.248806,0.0752345,0.23252,0.323562,0.315468,0.403698,0.315513,0.719166,0.154892,3.10915,0.30141,-0.0677371,-0.431365,45.8681,1.76699,105.936,-0.499103,1.7116,2.0769327580928802,2.667262017726898,1.78789,408.32000732421875,2.60471,-1.67027,0.527378,"18795"
"Logan O'Hoppe","LAA",84,313,277,66,42,12,1,11,34,36,29,1,64,4,2,1,2,2,1,0.238198,0.0923679,0.204337,0.452037,0.316803,0.404869,0.316094,0.721672,0.166671,3.2256,0.270045,-0.0462438,-0.347915,37.3592,1.57807,104.267,-0.394159,-0.525866,1.1084194779396057,5.948862850666046,1.78744,258.3599853515625,1.7387,0.43092,0.70202,"24729"
"Max Kepler","MIN",122,501,439,104,64,22,2,16,61,56,52,1,85,6,4,0,5,5,2,0.236978,0.103602,0.169129,0.612565,0.323156,0.405618,0.319877,0.728774,0.16864,3.99822,0.257045,0.196292,-0.203031,61.3525,4.03444,110.175,-0.0067391,0.98516,5.732557815499604,-4.676075279712677,1.78724,357.17999267578125,2.9466,-0.359058,0.237291,"12144"
"Josh Naylor","CLE",130,527,476,127,80,26,1,20,61,73,41,3,83,6,3,1,10,5,1,0.266171,0.0780667,0.158327,0.493072,0.329529,0.449957,0.337377,0.779486,0.183785,3.26967,0.283888,-0.663061,-0.0341673,71.8208,11.567,120.968,-0.697228,-0.11096,11.736044049263,-11.527116432785988,1.7841,216.38999938964844,5.70684,-1.59702,0.482843,"18839"
"Austin Hays","BAL",133,548,503,126,80,26,2,18,65,64,31,0,109,9,3,2,7,4,3,0.250913,0.0563043,0.199318,0.282485,0.303418,0.418711,0.314701,0.722129,0.167798,3.70086,0.285385,0.521695,-0.744454,64.7741,2.15554,105.362,-0.222758,1.69701,3.0815349817276,-4.267991662025452,1.70676,276.20001220703125,1.74495,-0.196543,0.224988,"19363"
"Nick Castellanos","PHI",139,591,545,144,88,32,2,22,74,78,36,1,136,5,4,1,10,5,2,0.264431,0.0612354,0.229513,0.266806,0.314272,0.452532,0.331186,0.766804,0.188101,3.97747,0.31118,-0.451648,-0.142821,77.6583,10.0681,112.322,-0.594469,-3.42176,7.868088722229004,-11.546867609024048,1.70188,124.58999633789062,3.01407,1.30418,0.482658,"11737"
"Elvis Andrus","CHW",123,489,451,112,77,23,1,11,54,47,30,0,76,4,3,2,9,15,4,0.248135,0.0622605,0.156135,0.39876,0.299491,0.375422,0.296492,0.674913,0.127287,4.93792,0.275666,1.09759,0.864497,50.7888,-5.15108,91.0426,1.96209,0.991821,-3.049125075340271,3.0974082946777344,1.68718,291.4599914550781,2.33364,0.00261863,0.888187,"8709"
"Mike Zunino","CLE",90,330,299,59,29,11,1,18,37,46,24,0,116,5,2,1,4,0,0,0.195859,0.0729617,0.351601,0.207513,0.265472,0.417092,0.296529,0.682564,0.221233,2.55421,0.243679,-0.351305,-0.253023,34.3043,-3.4686,92.1299,-0.604328,2.12385,-3.5298720598220825,9.051554203033447,1.68445,423.3900146484375,2.41644,1.81795,0.78064,"13265"
"Adolis García","TEX",144,614,568,134,77,27,3,26,78,83,35,1,180,6,4,0,6,20,6,0.235565,0.0575443,0.293252,0.196228,0.285945,0.431625,0.30978,0.71757,0.19606,6.11409,0.294684,-0.540665,1.18998,70.2243,0.0164293,101.594,0.649312,2.53931,1.7505713105201721,-5.279351234436035,1.68277,59.9900016784668,2.65828,0.595496,1.19782,"19287"
"J.D. Martinez","LAD",134,571,511,133,80,30,1,21,73,76,51,2,140,4,4,0,11,0,0,0.261061,0.089364,0.245017,0.364725,0.330363,0.451455,0.338296,0.781818,0.190394,2.53223,0.316304,-1.62984,-0.545686,78.2374,12.9502,120.084,-2.17553,-0.127838,10.93788766860962,-13.961506575345993,1.64571,210.4499969482422,2.56852,0.86384,0.740481,"6184"
"Josh Jung","TEX",123,503,464,110,66,23,2,19,53,64,29,1,149,6,2,1,7,6,1,0.237324,0.0581989,0.296199,0.196486,0.289614,0.417314,0.306778,0.706928,0.179991,4.25903,0.305731,-0.892217,0.142247,56.3149,-1.18573,99.4747,-0.74997,0.97284,-1.047219842672348,0.5035392343997955,1.62457,225.35000610351562,2.89837,-0.209077,0.466718,"26299"
"Carson Kelly","ARI",90,332,293,68,43,14,1,10,35,37,31,0,68,4,3,1,6,1,0,0.23067,0.0929969,0.203688,0.456566,0.309541,0.380147,0.304354,0.689688,0.149478,2.80955,0.264974,-0.153152,-0.248471,36.5282,-1.4215,93.6335,-0.401624,0.138456,-2.856530547142029,7.072386994957924,1.61507,422,1.31646,-0.29589,0.547185,"13620"
"Jeimer Candelario","WSN",127,520,468,114,70,27,2,16,58,59,43,1,119,6,3,0,7,1,1,0.244185,0.0823301,0.229787,0.358288,0.313319,0.410835,0.31682,0.724154,0.16665,2.78756,0.293524,-0.147957,-0.577616,62.3431,2.92056,102.453,-0.725573,-1.76399,0.7553436756134033,-2.8600016832351685,1.61482,401.0299987792969,2.34975,-0.516561,0.314193,"13621"
"Myles Straw","CLE",119,469,419,105,82,19,2,2,54,34,43,0,77,2,3,2,4,20,4,0.251558,0.0926294,0.164516,0.563043,0.322145,0.319074,0.288925,0.641219,0.067516,5.94388,0.302222,0.883212,1.85385,45.8301,-7.75084,86.7617,2.73706,2.83347,-4.24345850944519,4.664235591888428,1.6112,397.1400146484375,1.56773,-0.688234,1.66666,"17620"
"CJ Abrams","WSN",137,532,496,126,90,26,3,7,59,48,19,0,96,10,4,3,7,17,6,0.254188,0.036315,0.17975,0.20203,0.293791,0.361601,0.287647,0.655391,0.107413,5.74309,0.299647,0.142072,0.536206,51.4944,-9.34004,82.5052,0.678278,1.18918,-10.135611772537231,7.537428975105286,1.60662,223.82000732421875,5.13579,-0.849959,1.11986,"25768"
"Nick Fortes","MIA",74,274,247,60,39,11,1,9,30,31,20,0,51,5,1,0,4,4,2,0.241377,0.072791,0.185279,0.392872,0.308958,0.397755,0.310273,0.706712,0.156378,4.33382,0.270043,-0.124058,-0.0106095,31.4162,0.114537,101.786,-0.134668,0.426079,0.4335205852985382,5.590978711843491,1.59958,341.3500061035156,2.01954,-0.185751,0.938523,"21538"
"Santiago Espinal","TOR",106,406,369,97,71,20,1,5,44,39,30,1,58,2,2,2,6,6,3,0.262866,0.0736789,0.141669,0.520077,0.320377,0.364518,0.302727,0.684895,0.101652,3.86067,0.296868,0.436494,-0.519278,44.2033,-2.26592,97.3119,-0.0827832,1.72893,-1.3120710402727127,3.5388251543045044,1.59283,498.9200134277344,3.97317,-0.391466,0.956691,"19997"
"Joc Pederson","SFG",127,495,437,108,63,21,3,22,63,67,45,2,115,9,4,1,7,3,2,0.248009,0.0912257,0.232824,0.391824,0.327682,0.456981,0.339862,0.784663,0.208972,4.02698,0.284743,-0.0849909,-0.428801,68.389,11.8334,121.172,-0.513792,-2.97684,11.461048185825348,-12.640811681747437,1.57675,252.41000366210938,3.20485,0.603947,0.46623,"11899"
"Gio Urshela","LAA",103,413,378,101,69,20,2,11,46,49,27,1,79,3,4,1,10,1,0,0.268092,0.0657517,0.191467,0.343411,0.318713,0.418058,0.320453,0.736771,0.149966,2.92795,0.308847,-0.952059,-0.348151,50.6842,3.50941,107.345,-1.30021,0.210801,2.109671950340271,-0.2340918332338333,1.57659,400.9700012207031,2.67531,0.284353,0.765058,"10681"
"Luis Rengifo","LAA",107,434,400,101,68,18,3,11,46,43,24,1,76,4,2,3,7,6,3,0.25127,0.0552231,0.175545,0.314581,0.29855,0.395196,0.302477,0.693746,0.143926,4.64153,0.283148,0.535557,-0.304684,47.1226,-2.50644,94.6537,0.230872,0.525741,-2.3802644163370132,3.5594505071640015,1.57525,310.42999267578125,2.70528,0.565086,0.592844,"19858"
"Seth Brown","OAK",128,502,455,105,57,23,2,23,58,66,41,2,137,3,3,0,4,9,2,0.231159,0.0818044,0.271816,0.300956,0.297518,0.440966,0.318746,0.738484,0.209806,4.92109,0.276644,-0.656343,0.431556,61.044,3.59245,113.189,-0.224787,0.896577,7.232183992862701,-8.285933256149292,1.56958,218.27999877929688,2.54012,0.277375,0.711936,"18171"
"Chas McCormick","HOU",115,437,385,91,60,15,2,14,52,51,43,0,117,4,4,1,5,6,2,0.236299,0.0987824,0.267702,0.369002,0.31612,0.397545,0.313752,0.713665,0.161246,4.35765,0.296914,-0.334213,-0.21305,51.3617,1.39076,105.029,-0.547264,-0.239854,1.9258301854133606,-0.9440202713012695,1.56453,417.07000732421875,1.8081,0.418546,0.274205,"19599"
"Brandon Drury","LAA",123,492,452,111,68,24,1,19,60,63,32,0,112,5,3,1,6,2,1,0.246419,0.0646605,0.227574,0.284129,0.301102,0.429651,0.317496,0.730754,0.183232,3.3293,0.285386,-0.512368,-0.559483,59.2654,3.02793,105.257,-1.07185,-2.4223,1.8374366760253906,-2.709025800228119,1.55319,204.61000061035156,2.3269,1.20515,0.376369,"11615"
"Austin Nola","SDP",90,339,301,76,55,15,1,6,34,36,28,1,53,5,4,1,4,2,1,0.254056,0.083616,0.15594,0.536205,0.32564,0.364455,0.306037,0.690094,0.110399,2.85028,0.288003,0.0702286,-0.438601,37.7692,-0.998971,97.6735,-0.368372,-2.07634,-1.2704107463359833,4.851950645446777,1.5418,411.2300109863281,1.33512,0.597016,0.869803,"15941"
"Travis d'Arnaud","ATL",96,386,354,91,58,18,1,14,47,51,24,0,85,6,2,1,8,0,0,0.256817,0.0613957,0.220856,0.27799,0.312234,0.432238,0.324239,0.744472,0.17542,2.49147,0.299912,-0.748173,-0.395878,48.5828,4.44449,106.576,-1.14405,1.57012,1.8051561117172241,-0.2813601493835449,1.5236,224.66000366210938,1.91374,-0.331637,0.56738,"7739"
"Jace Peterson","OAK",105,396,347,80,53,17,2,8,43,37,41,1,97,3,3,2,5,12,3,0.229361,0.103124,0.24586,0.419441,0.313274,0.355505,0.297325,0.668779,0.126145,5.35004,0.292815,0.277382,0.83315,41.3372,-3.90408,98.0664,1.11053,0.131572,0.24963951110839844,1.4403785020112991,1.50056,483.30999755859375,2.78134,0.144506,0.965574,"12325"
"Adam Frazier","BAL",121,486,439,115,87,22,3,4,52,39,35,1,58,5,3,3,7,8,4,0.262547,0.0723132,0.118913,0.60812,0.323023,0.351901,0.299653,0.674923,0.0893537,4.52984,0.293093,0.298796,-0.42487,51.6409,-3.89438,94.7385,-0.126073,0.104271,-3.001638650894165,1.7534665316343307,1.49312,465,1.47628,0.313574,1.02805,"15223"
"Manuel Margot","TBR",123,502,458,119,84,23,2,9,55,54,37,1,86,3,3,1,6,15,5,0.259156,0.0727557,0.172176,0.422567,0.315805,0.380741,0.306214,0.696546,0.121585,5.16053,0.29892,0.465683,0.418899,55.9937,-1.4084,97.7967,0.884581,1.95753,-0.38030022382736206,-1.9235596656799316,1.48418,301.1199951171875,2.72381,-0.470789,0.924826,"14712"
"Dylan Moore","SEA",86,302,259,54,32,12,2,9,40,29,32,1,87,8,2,1,4,21,6,0.209528,0.105241,0.288473,0.364821,0.312951,0.372468,0.305148,0.685419,0.16294,7.08718,0.274155,-0.244144,1.34172,33.3898,-1.10181,103.173,1.09758,0.878021,2.174605965614319,2.2687016129493713,1.47527,459.4200134277344,2.60434,-0.172351,1.66028,"18042"
"Garrett Mitchell","MIL",117,425,381,92,63,18,2,9,48,42,35,0,137,4,2,3,3,22,4,0.240611,0.0829243,0.322828,0.256869,0.310878,0.36726,0.3005,0.678138,0.12665,6.23081,0.349417,-1.36813,2.54265,45.4592,-3.1207,92.3107,1.17452,0.562019,-2.62098228931427,2.3646960854530334,1.47392,265.3800048828125,5.23063,0.151042,1.51893,"27555"
"Bryan De La Cruz","MIA",122,474,437,113,72,23,2,17,53,55,29,0,115,3,4,1,8,5,2,0.258948,0.062164,0.243341,0.25546,0.307676,0.436111,0.322024,0.743786,0.177162,3.74479,0.311656,-0.156292,-0.297861,58.8805,4.62798,109.822,-0.454153,-3.15955,4.960098892450333,-7.000831604003906,1.46181,244.88999938964844,3.17921,-1.03726,0.427362,"19600"
"Alek Thomas","ARI",94,369,338,87,58,19,3,7,44,38,23,0,70,3,3,1,5,5,3,0.255934,0.0625605,0.188564,0.331774,0.30755,0.393284,0.306096,0.700834,0.13735,5.08597,0.299416,0.482527,-0.442049,41.0829,-1.06881,94.8245,0.040478,2.43663,-2.176161300390959,3.6807929277420044,1.46022,387.70001220703125,3.63619,-1.52244,0.798661,"23792"
"Wilmer Flores","SFG",109,441,393,98,63,19,1,14,53,52,39,0,71,6,4,1,6,1,0,0.248877,0.0875665,0.160303,0.546257,0.322198,0.413153,0.322289,0.735351,0.164276,2.5289,0.267952,-1.11844,-0.381021,54.8656,4.39811,108.964,-1.49946,-3.53621,3.0248358249664307,-3.673679068684578,1.44943,344.04998779296875,2.09235,-0.972293,0.334806,"5827"
"Esteury Ruiz","OAK",110,405,357,85,57,19,2,7,48,34,31,0,87,9,2,6,2,27,6,0.237054,0.0765106,0.215956,0.354287,0.311933,0.357914,0.298032,0.669847,0.12086,6.99452,0.294311,-0.348292,2.51797,42.4901,-3.76448,98.5652,2.16968,-0.103821,1.5165494680404663,-0.6676723435521126,1.44188,225.5500030517578,3.55937,0.817017,1.96552,"21780"
"Jon Berti","MIA",81,325,285,68,50,13,2,4,40,25,33,0,73,4,2,2,4,25,6,0.239889,0.102558,0.224696,0.456429,0.326137,0.341425,0.300354,0.667562,0.101536,6.93558,0.306614,0.683258,2.34279,34.7744,-2.42758,95.0042,3.02605,1.02897,1.1376357078552246,1.6153249144554138,1.43837,286.5799865722656,2.06764,-0.568734,2.0344,"12037"
"Jose Siri","TBR",115,437,403,91,58,18,3,12,52,46,26,0,147,4,2,1,3,18,4,0.224391,0.0586506,0.337089,0.173991,0.276732,0.373325,0.284897,0.650057,0.148934,6.59082,0.317876,0.0677797,1.69627,41.3314,-8.62444,82.9874,1.76405,4.27673,-6.735487461090088,6.0439441204071045,1.42956,326.8500061035156,3.24201,-0.0198058,1.18028,"17452"
"Lourdes Gurriel Jr.","ARI",126,518,477,134,90,28,2,13,58,62,31,1,94,5,4,1,8,4,2,0.281351,0.0599465,0.180931,0.331323,0.329149,0.433441,0.331346,0.762589,0.15209,3.39575,0.323207,-0.666658,-0.672327,68.1644,8.89465,112.09,-1.33898,-1.40318,5.941690444946289,-9.772518992424011,1.42886,231.27000427246094,2.06774,-0.45193,0.894448,"19238"
"Austin Meadows","DET",113,480,424,104,62,22,4,16,56,60,46,1,92,6,4,0,4,3,2,0.246006,0.0967004,0.191448,0.5051,0.326093,0.432039,0.329975,0.758132,0.186033,4.23018,0.27554,-0.846316,-0.447724,62.6159,7.71598,117.146,-1.29404,-2.07561,7.969764351844788,-9.684263706207275,1.42557,273.70001220703125,4.76236,-1.32413,0.208932,"15672"
"Mark Canha","NYM",127,518,443,107,72,21,2,13,65,55,55,1,104,15,4,1,5,5,2,0.242601,0.10539,0.199927,0.52714,0.343216,0.383286,0.324233,0.726502,0.140685,4.17068,0.286929,-0.462322,-0.252178,65.1668,5.9592,110.314,-0.7145,-3.33595,5.392735302448273,-8.816014051437378,1.42094,352.260009765625,2.08655,0.491328,0.261077,"11445"
"Kevin Kiermaier","TOR",99,379,344,81,54,16,3,7,44,38,28,1,96,3,2,1,4,11,3,0.235882,0.0747194,0.252312,0.29614,0.298891,0.367237,0.293335,0.666128,0.131355,6.37206,0.303202,0.28145,0.675251,38.3728,-4.938,90.6814,0.956701,2.83175,-3.0151302814483643,4.36030387878418,1.4079,520.5800170898438,3.27103,1.16492,0.913754,"11038"
"Oswald Peraza","NYY",84,319,292,71,50,13,1,8,38,32,20,0,74,4,2,1,10,13,3,0.244969,0.0634247,0.231621,0.27383,0.301759,0.37792,0.299574,0.679679,0.132951,5.72803,0.299785,-0.237328,1.07241,33.8896,-2.57709,93.1837,0.83508,1.04606,-1.650830090045929,4.5654191970825195,1.40257,282.19000244140625,3.70185,1.78832,1.21913,"22823"
"Justin Turner","BOS",122,516,456,122,82,26,0,14,62,66,46,1,85,8,5,0,8,3,1,0.268635,0.0898703,0.165512,0.542985,0.343585,0.420876,0.335257,0.764461,0.152242,2.9581,0.299489,-1.48955,-0.266522,69.4559,10.457,113.987,-1.75607,0.268688,6.364920258522034,-9.460141062736511,1.40048,251.14999389648438,2.65238,0.453802,0.587076,"5235"
"C.J. Cron","COL",137,577,515,133,78,26,2,26,72,86,47,3,140,10,4,0,11,0,0,0.257214,0.0814465,0.242689,0.335601,0.328948,0.467787,0.343684,0.796735,0.210573,2.34284,0.30079,-0.840758,-0.574975,81.4647,15.5436,107.399,-1.41573,1.42185,3.539973497390747,-9.622576713562012,1.39792,141.77000427246094,1.62983,0.207531,1.00019,"12546"
"Triston Casas","BOS",124,493,423,103,61,22,2,18,62,59,62,2,116,4,3,2,12,4,1,0.242807,0.126375,0.235187,0.537339,0.34316,0.427665,0.337537,0.770825,0.184858,3.96147,0.291297,-0.210988,-0.20872,67.2549,10.8843,115.597,-0.419708,-0.834924,8.232700049877167,-10.648533284664154,1.39495,228.50999450683594,3.11657,0.188845,0.197704,"22514"
"Trayce Thompson","LAD",97,366,325,70,38,14,1,17,44,49,36,1,127,3,2,1,5,5,1,0.214667,0.0971514,0.347112,0.279885,0.297171,0.418001,0.311827,0.715172,0.203335,4.57395,0.29044,-0.155301,0.144838,42.4853,0.605495,101.696,-0.0104631,0.256873,0.6997443838045001,0.5771805644035339,1.39339,463.3599853515625,2.93138,1.91235,0.572272,"9952"
"Brandon Belt","TOR",87,350,302,72,41,13,1,16,43,45,41,2,91,5,2,1,6,2,1,0.237166,0.117212,0.260173,0.450516,0.335952,0.451615,0.342515,0.787567,0.214449,3.40271,0.280856,-0.390821,-0.357826,49.2002,9.12409,125.401,-0.748646,1.08063,9.269462049007416,-7.26585066318512,1.38243,364.010009765625,1.76007,0.822607,0.526773,"10264"
"Joey Bart","SFG",111,396,360,79,52,14,1,12,43,40,28,0,138,6,1,1,4,2,1,0.220175,0.0718307,0.347024,0.206991,0.2869,0.367697,0.289443,0.654597,0.147522,3.40735,0.316241,-0.227917,-0.418463,38.9305,-6.39307,86.1459,-0.646379,-1.50783,-6.926130175590515,7.084928035736084,1.37955,336.7200012207031,2.0593,0.630282,0.377635,"21524"
"Christopher Morel","CHC",99,397,357,82,49,16,3,14,48,44,32,0,122,3,2,3,4,10,4,0.231016,0.0797008,0.306331,0.260178,0.297359,0.410758,0.308796,0.708116,0.179741,5.98491,0.30638,0.363879,0.066804,45.1157,-0.299844,99.5898,0.430683,-1.63926,0.24439184367656708,-0.224662184715271,1.36771,284.7799987792969,3.17375,0.321191,0.670061,"21897"
"Christian Bethancourt","TBR",81,294,276,66,44,13,0,9,31,34,14,0,72,2,2,1,4,4,1,0.24071,0.0464444,0.244596,0.189882,0.280259,0.391301,0.292708,0.67156,0.150591,3.6433,0.290655,-0.396213,0.0444388,29.6522,-3.98132,88.4137,-0.351774,1.59315,-4.249001979827881,7.556326985359192,1.35861,309.32000732421875,2.41258,0.110066,0.845801,"10028"
"Aledmys Díaz","OAK",107,423,390,96,63,20,1,12,43,49,25,1,72,6,2,1,7,2,1,0.245438,0.0589428,0.169024,0.348723,0.298818,0.390644,0.301675,0.689462,0.145206,2.5201,0.271941,-0.698928,-0.462849,45.6931,-2.71444,101.137,-1.16178,-0.108567,-0.6200501918792725,0.0689462348818779,1.35785,428.1600036621094,2.11113,-1.0547,0.415381,"15937"
"Whit Merrifield","TOR",124,506,465,121,85,25,2,10,65,52,31,0,79,3,5,1,7,19,5,0.260244,0.061187,0.156165,0.39181,0.306931,0.384178,0.302458,0.691109,0.123933,5.7632,0.291447,0.466108,1.2702,54.9272,-2.9293,97.122,1.73631,0.0903296,0.09765887260437012,-3.3658200204372406,1.34891,196.64999389648438,3.75184,2.36732,1.141,"11281"
"Jacob Stallings","MIA",103,383,342,78,58,15,0,6,32,36,33,0,83,4,3,2,8,0,0,0.229394,0.08496,0.216872,0.391752,0.301822,0.32384,0.280749,0.625662,0.0944464,1.42353,0.284257,-0.635539,-0.511194,34.9341,-8.81339,81.599,-1.14673,1.30476,-9.32609248161316,9.247635245323181,1.3433,586.8099975585938,1.5225,-0.00981404,0.532276,"13723"
"Brian Anderson","MIL",100,403,355,83,53,17,1,12,44,43,38,1,107,7,2,1,5,2,1,0.233317,0.0946971,0.264491,0.358035,0.319184,0.385591,0.311779,0.704775,0.152274,3.46609,0.298105,-0.00882649,-0.232774,46.7748,0.65143,100.023,-0.241601,1.35993,-0.23085033521056175,-0.6638584136962891,1.331,433.8599853515625,2.88545,-0.166373,0.33272,"18289"
"Yan Gomes","CHC",79,298,277,68,46,13,1,8,30,34,14,1,56,4,3,1,8,1,1,0.247119,0.0471628,0.187853,0.251063,0.290398,0.392284,0.296589,0.682681,0.145164,3.09435,0.278826,-0.412267,-0.274863,30.9757,-3.11626,91.1101,-0.687129,0.511008,-3.718151092529297,6.627796173095703,1.33064,480.79998779296875,1.73826,0.0989898,0.866785,"9627"
